Date,Media Sources,Neutral,Positive,Text,Tweet Polarity,Tweets Order
12/15/2019,CBS News,0.87,0.0,kabir_here thread cbsnews yougovus battleground tracker super tuesday editionwe polled 14 states primaries march 3,-0.4019,87
12/15/2019,CBS News,0.775,0.225,fascination louisa may alcotts enduring classic little women https tco r0v2khujwg https tco jgvge3s05n,0.4939,86
12/15/2019,CBS News,0.723,0.0,5 new zealand volcano victims identified https tco b12s0rfdb https tco ew2phjkty,-0.3182,85
12/15/2019,CBS News,0.888,0.112,facethenation views #impeachment break whether think president good job first place,0.4404,84
12/15/2019,CBS News,1.0,0.0,facethenation senatordurbin tells margbrennan witnesses called #impeachment trial adds appears ther,0.0,83
12/15/2019,CBS News,1.0,0.0,cbs news poll americans remain divided impeachment https tco hjm1nwkq2d https tco bzpwpkjnh,0.0,82
12/15/2019,CBS News,0.645,0.355,newtown high school wins state football championship sandy hook shooting anniversary https tco pygd4ui075 https tco 4wp2vtqso,0.765,81
12/15/2019,CBS News,1.0,0.0,facethenation margbrennan asks ustraderep robelighthizer usda estimates us soybean industry impacted,0.0,80
12/15/2019,CBS News,1.0,0.0,facethenation new senatordurbin tells margbrennan wants senate minority leader chuck schumer senatemajldr mitch mcconnell,0.0,79
12/15/2019,CBS News,1.0,0.0,facethenation senatordurbin thinks senate shouldnt dismissive possible impeachment trial saying ju,0.0,78
12/15/2019,CBS News,0.81,0.19,facethenation love joe biden none us scrutiny id like knock get back governing count,0.705,77
12/15/2019,CBS News,0.809,0.191,facethenation want end nothing disdain lindseygrahamsc says trump #impeachment probe https,0.5394,76
12/15/2019,CBS News,0.872,0.128,facethenation impeachment timing house votes impeach realdonaldtrump lindseygrahamsc says supports speedy senate tr,0.3612,75
12/15/2019,CBS News,0.881,0.119,facethenation week holiday break congress pushing ahead trump impeachment attempting fund federa,0.4019,74
12/15/2019,CBS News,0.68,0.189,cbs news battleground tracker biden edge super tuesday states bloomberg 5th https tco ieib4rgvl https tco h43miykedw,0.296,73
12/15/2019,CBS News,0.845,0.155,cbssunday pointcounterpoint two views impeaching presidentnew york times columnist thomas friedman washington free beac,0.5106,72
12/15/2019,CBS News,0.769,0.231,tonight tune preview special 42nd kennedy center honors cbsn 7 pm et show air https tco grqansjd6d,0.7184,71
12/15/2019,CBS News,0.748,0.119,cbssunday #mobituaries gloria brought glory st louis hockey team amp morocca road15 years death sin,-0.1027,70
12/15/2019,CBS News,0.88,0.0,9 democratic presidential candidates demand dnc toss current debate rules https tco cluqju2eru https tco i2jdyigql0,-0.128,69
12/15/2019,CBS News,0.876,0.0,facethenation today cbs news elections surveys director salvantocbs debuts latest battleground tracker poll 2020 rac,-0.4019,68
12/15/2019,CBS News,1.0,0.0,facethenation today interview senatordurbin #impeachment probe moves senate tv radio streaming online,0.0,67
12/15/2019,CBS News,1.0,0.0,delivering goods drones robots making way door https tco ec71b3ntcy https tco wtz1a6ydra,0.0,66
12/15/2019,CBS News,0.802,0.198,cbssunday fascination louisa may alcotts enduring classic little women https tco bygs0i1nls https tco ou6jbzsjsz,0.4939,65
12/15/2019,CBS News,1.0,0.0,cbssunday #sundaymorning almanac saving leaning tower pisaon december 15 2001 one worlds recognizable bel,0.0,64
12/15/2019,CBS News,1.0,0.0,cbssunday headlines december 15 2019 https tco pf5dttrmml https tco s7qj3l1qaq,0.0,63
12/15/2019,CBS News,0.843,0.157,lindsey graham love joe biden none us scrutiny https tco odppzoyv4 https tco mm6dgc6pzy,0.3818,62
12/15/2019,CBS News,1.0,0.0,giant cyclone size teas discovered jupiter nasas juno probe https tco 71oa5ajjm https tco gq8u4ps8as,0.0,61
12/15/2019,CBS News,1.0,0.0,michael vick serve nfl pro bowl captain despite petition https tco gw77kwuk3f https tco mv1ysgec,0.0,60
12/15/2019,CBS News,0.526,0.0,youtube bars racist seist similarly insulting videos https tco fcloazigkr https tco od0vzn5zld,-0.802,59
12/15/2019,CBS News,0.682,0.0,barnard college students shocked murder tessa majors near campus could anyone https tco tdvc5j9ve,-0.7906,58
12/15/2019,CBS News,0.645,0.137,kids smartwatches sold amazon hacked https tco mpgbulyalb https tco uhwgkuuezg,-0.25,57
12/15/2019,CBS News,1.0,0.0,democratic primary voters talking earlyvoting states https tco rvgdrzmmc https tco o6f7fpiu5,0.0,56
12/15/2019,CBS News,0.556,0.444,virginia photographer offers families priceless holiday gift https tco ozpyjikpwr https tco paegpr0k5d,0.6808,55
12/15/2019,CBS News,1.0,0.0,cigna use ai track whether patients taking medication https tco jll6higrdn https tco radl7img0,0.0,54
12/15/2019,CBS News,0.884,0.0,family baby fell grandfathers grasp royal caribbean ship suing cruise line https tco kvonflnd4j https tco yjvqt1lhaf,-0.2732,53
12/15/2019,CBS News,0.827,0.0,samoan father loses 3 5 children measles outbreak https tco vtqgbw4gbn https tco spyar4wclj,-0.3182,52
12/15/2019,CBS News,1.0,0.0,statue depicts black man horseback speaking back people looking confederate monuments https tco gvhfluw1f,0.0,51
12/15/2019,CBS News,0.803,0.0,home depot ceo blames opioids spike warehouse thefts https tco neb5btmgq https tco ddn3wwswvr,-0.4019,50
12/15/2019,CBS News,0.769,0.128,house oks defense bill parental leave federal workers https tco dpildc9vod https tco 8kuj2wlukn,0.0772,49
12/15/2019,CBS News,0.758,0.0,michelle obama tells greta thunberg ignore doubters trump slams climate change activist https tco sgead8o8l4,-0.5859,48
12/15/2019,CBS News,0.659,0.341,real estate company gives employees 10 million holiday bonus totally blown away https tco m2d6evmyhw https tco anw3qnofmq,0.7351,47
12/15/2019,CBS News,1.0,0.0,julie ertz named us soccer womens player year https tco th0k6v6oe https tco bysjrpi2b,0.0,46
12/15/2019,CBS News,1.0,0.0,little women star saoirse ronan stubborn jo march https tco wvgavdrntv https tco kysjs31gki,0.0,45
12/15/2019,CBS News,1.0,0.0,apples priciest mac pro costs 52 599 56 higher typical us income https tco weno1ujqyk https tco f2wiqsbluc,0.0,44
12/15/2019,CBS News,0.806,0.194,us womens soccer star megan rapinoe endorses elizabeth warren https tco tpw33cy9qu https tco icway0jnml,0.34,43
12/15/2019,CBS News,1.0,0.0,british prime minister calls national unity landslide election victory https tco 6ptrqoccin https tco 1dpfjk2u8,0.0,42
12/15/2019,CBS News,1.0,0.0,trump announces phase one china trade deal https tco ynghmhggna https tco 4l7hq2go1,0.0,41
12/15/2019,CBS News,0.803,0.197,mike bloomberg gives 10 million help endangered house democrats https tco ewhbe75sg3 https tco frmvtuvol7,0.4019,40
12/15/2019,CBS News,0.674,0.0,world must hit peak meat 2030 avoid climate crisis scientists say https tco isf1najjg3 https tco aci01wqjpz,-0.743,39
12/15/2019,CBS News,0.847,0.153,kardashianwest family released years holiday card big change previous years https tco ubd7cvh19h,0.4019,38
12/15/2019,CBS News,1.0,0.0,collection iconic tv props costumes auction https tco 2k2mlmwvyy https tco g0r9szu5u,0.0,37
12/15/2019,CBS News,1.0,0.0,doughnut shop owner returns community bought store every day coma https tco mssuljdlc,0.0,36
12/15/2019,CBS News,0.813,0.1,mother 10monthold life supporefuses give hospital warns suffering https tco gclpslpty,0.0644,35
12/15/2019,CBS News,0.845,0.0,total trump foodstamp cuts could hit 53 million households https tco l0jbykulbu https tco aiui6izdf0,-0.296,34
12/15/2019,CBS News,1.0,0.0,graham says house democrats weaponizing impeachment https tco ap1opjtzyt https tco 8uwbqkatqp,0.0,33
12/15/2019,CBS News,1.0,0.0,trump slams impeachment process embarrassment country https tco fd4cjcnlbj https tco ikvpoveyw3,0.0,32
12/15/2019,CBS News,1.0,0.0,body found 6yearold girl swept away floodwaters thanksgiving weekend https tco lpcuhffb https tco 2wikqkq7yj,0.0,31
12/15/2019,CBS News,1.0,0.0,plastic pellets known nurdles polluting waterways https tco fvhn6dmlwm https tco mlpwe4pmws,0.0,30
12/15/2019,CBS News,0.714,0.0,california governor rejects 135 billion pgamp e settlement https tco mfd8sipfbt https tco vdupjznfr,-0.4939,29
12/15/2019,CBS News,0.888,0.112,nfl star khalil mack pays 80 000 worth layaways hometown walmahttps tco recsv2d3ob https tco cyzarlrbj,0.2263,28
12/15/2019,CBS News,0.662,0.0,sally field arrested jane fondas weekly climate change protest https tco vzzyrp74vc https tco marteu29hl,-0.6249,27
12/15/2019,CBS News,0.839,0.161,raiders move cities whats future fan base https tco e1os2dblf https tco diinse2wb9,0.3182,26
12/15/2019,CBS News,0.503,0.0,combat loneliness differs depression https tco vp9jfzzpj0 https tco mt0upksm04,-0.836,25
12/15/2019,CBS News,1.0,0.0,british prime minister calls national unity landslide election victory https tco hjwcns1rzg https tco kffdls6i,0.0,24
12/15/2019,CBS News,0.865,0.135,malls across us opening early kids autism visit santa calmer environment https tco q4m9ssdnk https tco vu3zofghfl,0.3612,23
12/15/2019,CBS News,0.855,0.145,couple restores musical instruments given away hundreds rochester students https tco peasapzhcm https tco zivm2qtmc,0.296,22
12/15/2019,CBS News,0.752,0.248,watch 42nd annual kennedy center honors https tco p7vfkjfre https tco 6rwq7mbkze,0.5106,21
12/15/2019,CBS News,0.677,0.135,baby yoda cant get star wars toy holidays https tco ujzwhqpp0 https tco se9b1dvto,-0.25,20
12/15/2019,CBS News,1.0,0.0,north korea says conducted crucial test longrange rocket launch site https tco kf0sc6jymp https tco zq0qsd4fou,0.0,19
12/15/2019,CBS News,1.0,0.0,impeachment vote goes full house epect https tco tzwse10fe https tco 1i6bug3ua,0.0,18
12/15/2019,CBS News,0.889,0.0,nine democratic presidential candidates demand dnc toss current debate rules https tco p1rutlhnii https tco bwkapfpkjd,-0.128,17
12/15/2019,CBS News,0.706,0.294,dish stacy adimando shares italian platters sharing new cookbook https tco jbemrhcmnt https tco gpfmjbzklu,0.6124,16
12/15/2019,CBS News,0.811,0.189,first black marie nutcracker hopes empower girls https tco j8c7asav1f https tco yt8li8aw0u,0.4215,15
12/15/2019,CBS News,0.705,0.141,former kentucky governor matt bevin fire issuing 660 pardons https tco nhu4nn1gcd https tco u7ur3jwayu,-0.0516,14
12/15/2019,CBS News,0.654,0.346,joe burrow wins 2019 heisman trophy https tco prqewud0lo https tco p6stlhce6g,0.5719,13
12/15/2019,CBS News,0.855,0.0,old mental institutions turning apartments hotels would mens disturbed ward https tco p5nppf2ere,-0.4391,12
12/15/2019,CBS News,1.0,0.0,plastic pellets known nurdles polluting waterways https tco stu7g131vj https tco sdk7ouern,0.0,11
12/15/2019,CBS News,1.0,0.0,body found 6yearold girl swept away floodwaters thanksgiving weekend https tco s9qf5na8my https tco 8lp3eabhus,0.0,10
12/15/2019,CBS News,1.0,0.0,graham says house democrats weaponizing impeachment whole thing crock https tco im0ugr34t https tco v3plo9hbeh,0.0,9
12/15/2019,CBS News,0.662,0.0,sally field arrested jane fondas weekly climate change protest https tco 9gsw0mlavh https tco 7zw0jftlla,-0.6249,8
12/15/2019,CBS News,0.783,0.217,greta thunberg apologizes wall comment https tco lu9iyqelet https tco prvmhgbyv2,0.3612,7
12/15/2019,CBS News,0.839,0.161,raiders move cities whats future fan base https tco fk0r8elqne https tco ttaj0iwfez,0.3182,6
12/15/2019,CBS News,1.0,0.0,former asylums becoming new homes https tco mntzevvnvj https tco 3mzmd37w7,0.0,5
12/15/2019,CBS News,0.877,0.0,new york giants cut janoris jenkins used offensive word twitter https tco ea7ude2gnr https tco k68hlo90,-0.2732,4
12/15/2019,CBS News,0.778,0.0,man accused slapping reporters bottom live television charged misdemeanor seual battery https tco bcvcbqr0g,-0.4588,3
12/15/2019,CBS News,0.723,0.0,5 new zealand volcano victims identified https tco 5n6vehurb7 https tco m6mtezrlz,-0.3182,2
12/15/2019,CBS News,0.855,0.145,couple restores musical instruments given away hundreds rochester students https tco zodygk2ybl https tco lgp4mmebim,0.296,1
12/15/2019,CBS News,1.0,0.0,trump attends army navy rivalry game days impeachment vote https tco wblkjsqw https tco 21o89bpi0h,0.0,0
12/14/2019,CBS News,0.809,0.0,250 000 tons plastic pellets known nurdles pollute oceans every year https tco zregjjshc https tco ddfs3pwtc,-0.5106,-1
12/14/2019,CBS News,0.714,0.0,california governor rejects 135 billion pgamp e settlement https tco qysqi1i7cp https tco lbdgggcvnk,-0.4939,-2
12/14/2019,CBS News,1.0,0.0,julie ertz named us soccer womens player year https tco lurupkdvf9 https tco 4ysptuborj,0.0,-3
12/14/2019,CBS News,0.782,0.0,mlb begin testing opioids following death pitcher tyler skaggs https tco uz5eoguy1p https tco ntqi2nz2,-0.5994,-4
12/14/2019,CBS News,0.544,0.224,fishermen rescue bald eagle trapped octopus tentacles https tco eptsj8caf https tco ztudhvbh8t,-0.0258,-5
12/14/2019,CBS News,0.662,0.0,sally field arrested jane fondas weekly climate change protest https tco 5g3yakjfd https tco yjmr6i7w1t,-0.6249,-6
12/14/2019,CBS News,1.0,0.0,giant cyclone size teas discovered jupiter https tco o3saln1w41 https tco 6tnfj58dqp,0.0,-7
12/14/2019,CBS News,1.0,0.0,graham says house democrats weaponizing impeachment whole thing crock https tco uq1nkpb0lh https tco rk601s7f1,0.0,-8
12/14/2019,CBS News,0.752,0.248,watch 42nd annual kennedy center honors https tco argoroece https tco wp2qzhtrlf,0.5106,-9
12/14/2019,CBS News,0.855,0.0,old mental institutions turning apartments hotels would mens disturbed ward https tco tugq9bft4q,-0.4391,-10
12/14/2019,CBS News,1.0,0.0,seeing black girl marie new york city ballets nutcracker huge https tco rbpvvak6c https tco lzbnp2cq5,0.0,-11
12/14/2019,CBS News,0.855,0.145,cbssunday tomorrow #sundaymorningcorrespondent rita braver visits concord mass home louisa may alcott eplore st,0.5267,-12
12/14/2019,CBS News,1.0,0.0,james harden makes nba history backtoback 50point games 3pointers https tco ky76cvyj19 https tco 9vsbhbyplc,0.0,-13
12/14/2019,CBS News,1.0,0.0,adam_brew small business round table dubuque today andrewyang compared running small business running president w,0.0,-14
12/14/2019,CBS News,0.906,0.094,48hours like eeerk boom car crash arta went grocery shopping july 21 2018 left store forever,0.3612,-15
12/14/2019,CBS News,0.811,0.0,new orleans city government falls victim cyberattack https tco pewduwaeg3 https tco 1wq40diwn1,-0.2732,-16
12/14/2019,CBS News,0.682,0.0,2020 daily trail markers mike bloomberg calls uk election catastrophic warning democrats https tco bqlti6bnv3,-0.6808,-17
12/14/2019,CBS News,0.564,0.067,russian transgender woman faces death sentence mens prison erotic cartoons https tco zpgthybfgp https tco wpecpajgfy,-0.7845,-18
12/14/2019,CBS News,1.0,0.0,48hours strangers walks life would soon find forever connected hear stories survival #48hours,0.0,-19
12/14/2019,CBS News,0.783,0.0,rob gronkowski discusses cte blender stole life football https tco p4qew1ew https tco feozz5a9vp,-0.5574,-20
12/14/2019,CBS News,0.495,0.148,samoa etends measles state emergency death toll reaches 72 https tco pmbv4m2dy https tco iyf15kntg,-0.7003,-21
12/14/2019,CBS News,1.0,0.0,rare moment rare footage wild mother panda cub released friday nature reserve sichuan pr https tco w10zniltu,0.0,-22
12/14/2019,CBS News,1.0,0.0,british prime minister calls national unity landslide election victory https tco v4uupofwpt https tco r70evg01ff,0.0,-23
12/14/2019,CBS News,0.662,0.0,sally field arrested jane fondas weekly climate change protest https tco dfadmppbhe https tco 1tv9bvywev,-0.6249,-24
12/14/2019,CBS News,1.0,0.0,president trump attend armynavy football game philadelphia https tco mirijqldnp https tco ollrrkudns,0.0,-25
12/14/2019,CBS News,1.0,0.0,north korea says conducted crucial test longrange rocket launch site https tco m0gktqah7s https tco rcmd3wv7yg,0.0,-26
12/14/2019,CBS News,1.0,0.0,body found 6yearold girl swept away floodwaters thanksgiving weekend https tco r71frhjikl https tco zyvlc1jcbr,0.0,-27
12/14/2019,CBS News,1.0,0.0,cbssunday ahead #sundaymorningactor harvey keitel built long career making small movie roles memorable earned,0.0,-28
12/14/2019,CBS News,0.778,0.0,man accused slapping reporters bottom live television charged misdemeanor seual battery https tco tw6bpy5pv,-0.4588,-29
12/14/2019,CBS News,1.0,0.0,pete buttigieg releases names donor bundlers https tco lmzi4dros1 https tco hioanrcl2,0.0,-30
12/14/2019,CBS News,0.515,0.149,thieves steal christmas decorations 9yearold inspires family redo display https tco ozsnqpmapk https tco ml0umvijmb,-0.5574,-31
12/14/2019,CBS News,1.0,0.0,chile air force plane found tip south america along human remains https tco 23cjynp2pi https tco 6mhlmkgsr1,0.0,-32
12/14/2019,CBS News,1.0,0.0,actor danny aiello known toughguy roles https tco aqk0gi7kes https tco cso06pgork,0.0,-33
12/14/2019,CBS News,0.8,0.0,celadon bankruptcy biggest nearly 800 truck company failures year https tco z7qflcmu https tco qif4p51srq,-0.4588,-34
12/14/2019,CBS News,0.659,0.341,real estate company gives employees 10 million holiday bonus totally blown away https tco ay5aizruwg https tco gccrj3j8fq,0.7351,-35
12/14/2019,CBS News,0.506,0.0,13yearold boy arrested murder barnard student https tco hbesw0k5dz https tco iv78bwvm,-0.8316,-36
12/14/2019,CBS News,0.873,0.0,trump says democrats trivializing impeachment following judiciary committee vote https tco lrud6hdsye https tco 4vh4044sw6,-0.1531,-37
12/14/2019,CBS News,1.0,0.0,boris johnsons election victory puts end sight breit https tco ot8fsabyn6 https tco alk5r5ggpv,0.0,-38
12/14/2019,CBS News,1.0,0.0,north korea says conducted crucial test longrange rocket launch site https tco yi2z3of7uc https tco btrdmloiz,0.0,-39
12/14/2019,CBS News,0.564,0.067,russian transgender woman faces death sentence mens prison erotic cartoons https tco 7lmpsg8mrr https tco rnfy1haiba,-0.7845,-40
12/14/2019,CBS News,0.549,0.0,la cop arrested allegedly fondling dead womans breasts https tco jonmphmqqd https tco 19mvegemz9,-0.8126,-41
12/14/2019,CBS News,0.732,0.268,new zealand rescue crews face toic volcanic gasses https tco dtejbhhm0y https tco mnskupb3p,0.5106,-42
12/14/2019,CBS News,1.0,0.0,ale bozarjian reporter slapped man race coverage took power https tco b27sdtynd https tco g2p8o3vyb6,0.0,-43
12/14/2019,CBS News,0.725,0.123,jersey city shooting victim helped customer escape gunfire dying https tco 0fgyek8eh https tco kmpfres0wu,-0.1027,-44
12/14/2019,CBS News,0.821,0.179,hackers target home security cameras im coming baby https tco hwm4sseo https tco za7pflp4fr,0.34,-45
12/14/2019,CBS News,0.806,0.194,us womens soccer star megan rapinoe endorses elizabeth warren https tco n8jbzvcpsp https tco 3bybcyb6dt,0.34,-46
12/14/2019,CBS News,0.888,0.112,nfl star khalil mack pays 80 000 worth layaways hometown walmahttps tco etygr1tib9 https tco lgckcj26df,0.2263,-47
12/14/2019,CBS News,0.682,0.0,barnard college students shocked murder tessa majors near campus could anyone https tco nqtwhq6flj,-0.7906,-48
12/14/2019,CBS News,0.878,0.0,liability cruise lines question deadly new zealand volcanic eruption https tco lyw6kfizjv https tco eofddounfo,-0.2023,-49
12/14/2019,CBS News,0.816,0.184,teas 10monthold stay life suppoanother 3 weeks judge rules https tco op4wbipctf https tco cgbvb8jjbi,0.4019,-50
12/14/2019,CBS News,0.874,0.0,trump mocked greta thunberg named times person year response https tco zt3qjgeua3,-0.3182,-51
12/14/2019,CBS News,0.659,0.0,danny aiello right thing actor died age 86 https tco gtczki0https tco wkzu7leclb,-0.7351,-52
12/14/2019,CBS News,0.782,0.0,trump administrations shadow war north korea likely intensify coming weeks https tco 62vaf0lhw https tco dzperbko2h,-0.5994,-53
12/14/2019,CBS News,0.612,0.245,supreme couhear disputes trumps financial records https tco q0rchfdaeh https tco vrcrdpajjn,0.3612,-54
12/14/2019,CBS News,0.92,0.0,americans know boeings 737 dont want fly plane https tco y4yvnvd3wz https tco 7rzcebvc1,-0.0572,-55
12/14/2019,CBS News,1.0,0.0,wall street says meh trumps massive china trade deal https tco tzb59fufj https tco 5taobkpgot,0.0,-56
12/14/2019,CBS News,0.807,0.0,pro golfer arrested florida prostitution sting called operation santas naughty list https tco mie07rhpo3 https tco c1dfqinqcs,-0.4767,-57
12/14/2019,CBS News,0.694,0.098,feds bust illegal streaming service bigger netfli amazon prime hulu https tco 8ikf3imd8y https tco egoy8skoj,-0.4404,-58
12/14/2019,CBS News,1.0,0.0,house judiciary committee voted impeach president trump heres happens net https tco 7j5cycfjea https tco hjrzj2aiho,0.0,-59
12/14/2019,CBS News,0.549,0.0,la cop arrested allegedly fondling dead womans breasts https tco 8ffph2rya2 https tco e7filf4ynt,-0.8126,-60
12/14/2019,CBS News,1.0,0.0,ale bozarjian reporter slapped man race coverage took power https tco bahhhtdgru https tco l5v8dq7gyr,0.0,-61
12/14/2019,CBS News,0.821,0.179,hackers target home security cameras im coming baby https tco oa2fu3ugm https tco 8gpjplcqg,0.34,-62
12/14/2019,CBS News,0.725,0.123,jersey city shooting victim helped customer escape gunfire dying https tco mfwwcci4vb https tco ff0gvutd45,-0.1027,-63
12/14/2019,CBS News,0.804,0.0,house passes bill lower prescription drug costs https tco tb1jzudi9 https tco jof8naq8p,-0.296,-64
12/14/2019,CBS News,1.0,0.0,olivia wilde says doesnt think richard jewell reporter traded se tips https tco kju76z1q6h https tco 1d3yytqhjy,0.0,-65
12/14/2019,CBS News,0.765,0.127,el salvadors president says country isnt ready asylum seekers promised take us https tco tuw6aqaobi,0.1002,-66
12/14/2019,CBS News,0.878,0.0,liability cruise lines question deadly new zealand volcanic eruption https tco afedffophs https tco dk6i1f6zw9,-0.2023,-67
12/14/2019,CBS News,0.544,0.224,fishermen rescue bald eagle trapped octopus tentacles https tco wpm0dbet7a https tco tfdag881cr,-0.0258,-68
12/14/2019,CBS News,0.659,0.0,danny aiello right thing actor died age 86 https tco ohnblzm1t https tco ddpufrsu,-0.7351,-69
12/14/2019,CBS News,0.778,0.0,man accused slapping reporters bottom live television charged misdemeanor seual battery https tco b8vpdikh3,-0.4588,-70
12/14/2019,CBS News,0.615,0.151,solidarity 2020 candidates vow boycott december debate suppounion protesters https tco ma3zrp7j9s https tco iwddvav6,-0.128,-71
12/14/2019,CBS News,0.782,0.0,trump administrations shadow war north korea likely intensify coming weeks https tco daylgezrqg https tco e3ue6lmvyw,-0.5994,-72
12/14/2019,CBS News,0.698,0.167,lizzo responds criticism revealing lakers game outfit stay positive bubble https tco zigbtdhp,0.1779,-73
12/14/2019,CBS News,0.843,0.0,retiring radio icon tom joyner says would stayed money goal die radio https tco udft1ornai,-0.5994,-74
12/14/2019,CBS News,0.791,0.209,tom joyner signing influential radio show 25 years https tco vc8ecju5io https tco 8c8jmsgcjf,0.4404,-75
12/14/2019,CBS News,0.709,0.0,new film calls action global plastic crisis https tco wgt3qjymtr https tco burbjk0ua,-0.6249,-76
12/14/2019,CBS News,0.615,0.151,solidarity 2020 candidates vow boycott december debate suppounion protesters https tco wowvt36cvy https tco mke2nwbpq,-0.128,-77
12/14/2019,CBS News,1.0,0.0,cigna use ai track whether patients taking medication https tco odi5gyrho https tco ugkyqm28a,0.0,-78
12/14/2019,CBS News,0.781,0.219,one years best meteor showers peaks weekend heres watch https tco 1yjpkzpbyb https tco ne46a8isbk,0.6369,-79
12/14/2019,CBS News,0.765,0.127,el salvadors president says country isnt ready asylum seekers promised take us https tco oennjime,0.1002,-80
12/14/2019,CBS News,1.0,0.0,blue bottle coffee test eliminating disposable cups packaging https tco mcnyee0qr https tco pg6nncmi5o,0.0,-81
12/14/2019,CBS News,0.694,0.098,feds bust illegal streaming service bigger netfli amazon prime hulu https tco duydnjbp9s https tco ojegayf6r,-0.4404,-82
12/14/2019,CBS News,0.938,0.0,boknowsnews watch joebiden says dem rivals throwing towel reaching gop saying ever,-0.1511,-83
12/14/2019,CBS News,1.0,0.0,house judiciary committee voted impeach president trump happens net https tco qjwce3vwn,0.0,-84
12/14/2019,CBS News,0.92,0.0,americans know boeings 737 dont want fly plane https tco u2t1sanseg https tco fgffsucikk,-0.0572,-85
12/14/2019,CBS News,0.612,0.245,supreme couhear disputes trumps financial records https tco ii8oqag7pj https tco gitswuuy8h,0.3612,-86
12/14/2019,CBS News,0.417,0.285,convicted killers pardoned outgoing kentucky governor https tco rk0t0zbpcr https tco yrwi5ajnb,-0.296,-87
12/14/2019,CBS News,0.483,0.0,13yearold boy faces murder charges death barnard college student https tco pvcdlzkjvi https tco mirmyt36di,-0.8934,-88
12/14/2019,CBS News,0.78,0.22,doesnt moves like robgronkowski jokes former teammate tombrady probably couldnt keep https tco o3tubrappv,0.5423,-89
12/13/2019,CBS News,0.841,0.159,cbseveningnews two retirees spend days restoring musical instruments theyre living passion th,0.3818,-90
12/13/2019,CBS News,0.657,0.0,cbseveningnews new cbs news learned second teenager questioned brutal death 18yearold barnard college stud,-0.8555,-91
12/13/2019,CBS News,0.88,0.0,cbseveningnews series embarrassing parliamentary setbacks uk pm boris johnson saddled predictions hed,-0.3818,-92
12/13/2019,CBS News,0.876,0.124,cbseveningnews kentucky lawmakers calling special prosecutor investigate egov matt bevin issued 600 par,0.4019,-93
12/13/2019,CBS News,1.0,0.0,cbseveningnews norahodonnell far weve seen presidents lawyers go etraordinary lengths keep records private,0.0,-94
12/13/2019,CBS News,0.776,0.0,cbseveningnews brink impeachment pres trump accused democrats abusing power impeachment adding likely,-0.6369,-95
12/13/2019,CBS News,1.0,0.0,cbseveningnews time net week pres trump likely 3rd president american history impeached h,0.0,-96
12/13/2019,CBS News,1.0,0.0,cant find black santa theres app https tco hz8rwwg8 https tco tiqgbff5qh,0.0,-97
12/13/2019,CBS News,0.821,0.179,hackers target home security cameras im coming baby https tco sictwshw9k https tco 2a1a4kol6i,0.34,-98
12/13/2019,CBS News,0.677,0.135,baby yoda cant get star wars toy holidays https tco 5vawqkdzje https tco u68jgyeaev,-0.25,-99
12/15/2019,CNN,0.87,0.13,seattletacoma international airporestarting program allows people go security meet lov https tco 4v4njbnc0f,0.34,100
12/15/2019,CNN,0.803,0.197,scarlett johansson hosted saturday night live sith time time also starred hero https tco eseohsq4yk,0.7096,99
12/15/2019,CNN,1.0,0.0,authorities released surveillance footage showing police called ambush eecution arkansas p https tco 82h77ekaga,0.0,98
12/15/2019,CNN,1.0,0.0,republican sen lindsey graham chairman judiciary committee close ally president trump says hell https tco 3pjizgq79j,0.0,97
12/15/2019,CNN,0.936,0.064,latest effowind us military involvement afghanistan comes time intense reflection wash https tco j38k5odqpz,0.0772,96
12/15/2019,CNN,0.887,0.0,hallmark channel facing calls viewers advertisers boycott television channel areas https tco n27me7kqal,-0.3182,95
12/15/2019,CNN,0.872,0.128,sony disney nice bo office weekend jumanji net level eceeded epectations frozen 2 cro https tco bbdmplymqz,0.4215,94
12/15/2019,CNN,1.0,0.0,december 15 bill rights day us commemoration ratification first 10 amendments https tco 5aovp2wrlz,0.0,93
12/15/2019,CNN,0.936,0.064,half american voters want president impeached removed office according poll fo news tha https tco ilsoly1t8t,0.0772,92
12/15/2019,CNN,0.752,0.248,house intelligence committee chairman adam schiff says hed like witnesses called epecte https tco i0pjchud7,0.6808,91
12/15/2019,CNN,0.876,0.0,house judiciary chair jerry nadler criticizes senate majority leader mitch mcconnell saying hed work https tco f4ugvt5wo,-0.34,90
12/15/2019,CNN,0.737,0.263,james radio kennedy mentally disabled man whose importance south carolina football team inspired ho https tco gtrcdnc8ye,0.6908,89
12/15/2019,CNN,1.0,0.0,final presidential debate year coming cnnon thursdaywatch pbs newshour politico democratic https tco qrvtyth4f,0.0,88
12/15/2019,CNN,0.699,0.301,heres look back strongest smartest opinion takes week cnnopinion outlets https tco mwnqim2p1h,0.7845,87
12/15/2019,CNN,0.829,0.0,man linked gunman jersey city mass shooting arrested officials say https tco daewbugrfl,-0.4767,86
12/15/2019,CNN,1.0,0.0,china calls additional tariffs set kick us goods two countries pull back trade https tco zfygz1w97s,0.0,85
12/15/2019,CNN,0.897,0.103,reliablesources singularstoryits giving women yourdaughters voices back says former fo news,0.34,84
12/15/2019,CNN,0.683,0.0,siyearold girl among three people killed 68magnitude earthquake struck southern philippines https tco zinarong5,-0.7579,83
